marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range,faixa_preco,faixa_preco_prevista,valor_estimado
Suzuki,Swift,2017,12348.0,239000,Gasolina,Original,Nacional,Manual,5,1,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2014,82000.0,199500,Gasolina,Original,Importado,Automatic,4,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,102758.0,335000,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Daihatsu,Mira,2017,59000.0,310000,Gasolina,Original,Importado,Automatic,5,2,Premium,Premium,350855.0221465077
Suzuki,Every,2011,200000.0,155000,Gasolina,Original,Importado,Automatic,3,7,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2009,146000.0,205000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Honda,City IDSI,2007,180000.0,167000,Gasolina,Original,Nacional,Manual,2,6,Econômico,Econômico,149497.18328086744
FAW,X-PV,2017,168904.0,850000,Gasolina,Original,Importado,Manual,5,6,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2012,72672.0,950000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Toyota,Passo,2023,35000.0,400000,Gasolina,Original,Importado,Automatic,6,2,Premium,Premium,350855.0221465077
Suzuki,Bolan,2005,9990.0,520000,Gasolina,Original,Importado,Manual,2,1,Luxo,Luxo,681403.3241134752
Toyota,Altis Grande,2016,74000.0,388000,Gasolina,Original,Nacional,Automatic,4,3,Premium,Premium,350855.0221465077
Toyota,Altis Grande,2016,48000.0,425000,Gasolina,Original,Nacional,Automatic,4,2,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2021,11000.0,395000,Gasolina,Original,Nacional,Manual,6,1,Premium,Premium,350855.0221465077
Honda,City IVTEC,2011,200000.0,265000,Gasolina,Original,Nacional,Manual,3,7,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2005,200000.0,920000,Gasolina,Original,Importado,Manual,2,7,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2016,119000.0,298500,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2015,80000.0,279000,Gasolina,Original,Nacional,Manual,4,3,Intermediário,Premium,350855.0221465077
Suzuki,Swift,2018,146000.0,250000,Gasolina,Original,Nacional,Manual,5,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2017,50000.0,135000,Gasolina,Original,Importado,Manual,5,2,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2009,150000.0,157500,Gasolina,Original,Importado,Automatic,3,5,Econômico,Econômico,149497.18328086744
Mitsubishi,Lancer,2009,125000.0,141000,Gasolina,Original,Importado,Automatic,3,5,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2002,245000.0,125000,Gasolina,Original,Importado,Automatic,1,10,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2006,129800.0,130000,Gasolina,Original,Importado,Automatic,2,5,Econômico,Econômico,149497.18328086744
Daihatsu,Move,2014,1234.0,186500,Gasolina,Original,Importado,Automatic,4,1,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2005,70000.0,600000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Honda,Civic Prosmetic,2007,180000.0,195000,Gasolina,Original,Nacional,Automatic,2,6,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2006,180000.0,870000,Gasolina,Original,Nacional,Manual,2,6,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2009,100000.0,800000,Gasolina,Original,Nacional,Manual,3,4,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2022,10000.0,290000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2020,61000.0,466500,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Honda,Civic Prosmetic,2007,182000.0,180000,Gasolina,Original,Nacional,Automatic,2,7,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2015,12345.0,335000,Gasolina,Original,Nacional,Manual,4,1,Premium,Intermediário,245657.07356430945
Honda,City IVTEC,2010,146500.0,225000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2008,100000.0,890000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2000,180833.0,730000,Gasolina,Original,Importado,Manual,1,7,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2001,111111.0,123500,Gasolina,Original,Importado,Manual,1,4,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2011,65000.0,800000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2001,10000.0,870000,Gasolina,Original,Nacional,Automatic,1,1,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2021,17000.0,450000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2017,49000.0,210000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2015,123456.0,342500,Gasolina,Original,Nacional,Manual,4,5,Premium,Premium,350855.0221465077
Daihatsu,Mira,2015,98000.0,223000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2015,69850.0,182000,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2004,5000.0,585000,Gasolina,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2016,109000.0,340000,Gasolina,Original,Importado,Automatic,4,4,Premium,Premium,350855.0221465077
Suzuki,Alto,2009,75000.0,850000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2011,120000.0,128500,Gasolina,Original,Importado,Automatic,3,4,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2006,123123.0,142500,Gasolina,Original,Nacional,Manual,2,5,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2014,142000.0,269000,Gasolina,Original,Nacional,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2009,11111.0,850000,Gasolina,Original,Nacional,Manual,3,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2018,99999.0,350000,Gasolina,Original,Nacional,Automatic,5,4,Premium,Premium,350855.0221465077
Hyundai,Santro,2005,120000.0,107500,Gasolina,Original,Nacional,Manual,2,4,Econômico,Luxo,681403.3241134752
Daihatsu,Mira,2014,46000.0,190000,Gasolina,Original,Importado,Automatic,4,2,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2003,100000.0,950000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Mitsubishi,Minica,2008,198000.0,105000,Gasolina,Original,Importado,Automatic,2,7,Econômico,Econômico,149497.18328086744
KIA,Classic,2003,100000.0,470000,Gasolina,Original,Importado,Manual,1,4,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2013,62442.0,132500,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Honda,City Aspire,2017,73000.0,365000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Suzuki,Mehran VXR,2005,150000.0,650000,Gasolina,Original,Importado,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2004,30000.0,700000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Luxo,681403.3241134752
KIA,Classic,2005,129049.0,550000,Gasolina,Duplicate,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2008,80000.0,525000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Suzuki,Every,2016,119000.0,165000,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
Suzuki,Every,2023,85000.0,145000,Gasolina,Original,Importado,Automatic,6,3,Econômico,Econômico,149497.18328086744
Daihatsu,Move,2020,120000.0,330000,Gasolina,Original,Importado,Automatic,5,4,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2019,47000.0,445000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2004,200000.0,840000,Gasolina,Original,Nacional,Manual,1,7,Luxo,Luxo,681403.3241134752
Honda,City Vario,2005,260000.0,135000,Gasolina,Original,Nacional,Automatic,2,10,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2017,92500.0,407000,Gasolina,Original,Nacional,Automatic,5,4,Luxo,Luxo,681403.3241134752
Toyota,Passo,2008,120000.0,189000,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2008,100000.0,120000,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2005,1234.0,615000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2007,120000.0,640000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2018,120000.0,497500,Gasolina,Original,Nacional,Automatic,5,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2018,43000.0,366000,Gasolina,Original,Nacional,Automatic,5,2,Premium,Premium,350855.0221465077
Mitsubishi,Minicab Bravo,2012,18000.0,120000,Gasolina,Original,Importado,Automatic,3,1,Econômico,Econômico,149497.18328086744
Daihatsu,Terios Kid,2007,186000.0,145000,Gasolina,Original,Importado,Automatic,2,7,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,123000.0,350000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
Suzuki,Every,2007,5000.0,950000,Gasolina,Original,Importado,Automatic,2,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2011,140000.0,249990,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2012,100000.0,121000,Gasolina,Original,Nacional,Manual,3,4,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2006,99999.0,680000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2006,75000.0,515000,Gasolina,Original,Importado,Manual,2,3,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2017,110000.0,295000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Premium,350855.0221465077
Honda,City Vario,2001,200000.0,870000,Gasolina,Original,Nacional,Manual,1,7,Luxo,Econômico,149497.18328086744
Toyota,Altis Grande,2020,78000.0,500000,Gasolina,Original,Importado,Manual,5,3,Luxo,Luxo,681403.3241134752
Honda,City IDSI,2005,190000.0,140000,Gasolina,Original,Nacional,Manual,2,7,Econômico,Econômico,149497.18328086744
Honda,Civic Oriel,2007,143000.0,157500,Gasolina,Original,Nacional,Automatic,2,5,Econômico,Econômico,149497.18328086744
Toyota,Passo,2013,84000.0,240000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2017,100000.0,120000,Gasolina,Original,Nacional,Manual,5,4,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2005,200000.0,950000,Gasolina,Original,Importado,Manual,2,7,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2018,56000.0,330000,Gasolina,Original,Importado,Automatic,5,2,Premium,Premium,350855.0221465077
Suzuki,Every,2017,151000.0,267500,Gasolina,Original,Importado,Automatic,5,6,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2014,82000.0,332000,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
Honda,City IVTEC,2018,65000.0,338000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Suzuki,Every,2013,100000.0,135000,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
Toyota,Altis Grande,2016,92000.0,390000,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Hyundai,Santro,2006,1122.0,815000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Ravi,2014,200000.0,600000,Gasolina,Original,Importado,Manual,4,7,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2023,16000.0,460000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2012,115000.0,345000,Gasolina,Original,Nacional,Automatic,3,4,Premium,Premium,350855.0221465077
Toyota,Corrolla Altis,2014,130000.0,335000,Gasolina,Original,Importado,Automatic,4,5,Premium,Premium,350855.0221465077
Honda,City Aspire,2013,50000.0,285000,Gasolina,Original,Nacional,Automatic,4,2,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2015,85000.0,437500,Gasolina,Original,Nacional,Automatic,4,3,Luxo,Premium,350855.0221465077
Daihatsu,Move,2014,124000.0,215000,Gasolina,Original,Importado,Automatic,4,5,Intermediário,Intermediário,245657.07356430945
KIA,Classic,2005,190000.0,670000,Gasolina,Original,Importado,Manual,2,7,Luxo,Luxo,681403.3241134752
Daihatsu,Terios Kid,2009,80000.0,130000,Gasolina,Original,Importado,Automatic,3,3,Econômico,Econômico,149497.18328086744
Suzuki,Ravi,2015,336000.0,650000,Gasolina,Original,Nacional,Manual,4,12,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2015,109000.0,260000,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2008,141000.0,745000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2016,178000.0,110000,Gasolina,Original,Importado,Manual,4,6,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2007,100000.0,710000,GNV,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2021,34000.0,480000,Gasolina,Original,Nacional,Manual,6,2,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2013,106500.0,270000,Gasolina,Original,Nacional,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2018,93000.0,335000,Gasolina,Original,Nacional,Manual,5,4,Premium,Premium,350855.0221465077
Suzuki,Mehran VXR,2006,90000.0,660000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2002,153000.0,129900,Gasolina,Original,Nacional,Manual,1,6,Econômico,Econômico,149497.18328086744
KIA,Picanto,2008,136000.0,750000,Gasolina,Original,Importado,Manual,2,5,Luxo,Luxo,681403.3241134752
KIA,Picanto,2021,38600.0,259000,Gasolina,Original,Importado,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Daihatsu,Hijet,2017,100000.0,135000,Gasolina,Original,Importado,Automatic,5,4,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2006,137000.0,100000,Gasolina,Original,Nacional,Manual,2,5,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2007,100000.0,610000,Gasolina,Original,Nacional,Automatic,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Ravi,2017,90000.0,110000,Gasolina,Original,Nacional,Manual,5,3,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2023,7700.0,297500,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2004,130000.0,765000,Gasolina,Original,Importado,Automatic,1,5,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2002,102700.0,840000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2011,142500.0,119000,Gasolina,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2016,110336.0,340000,Gasolina,Original,Nacional,Manual,4,4,Premium,Premium,350855.0221465077
Suzuki,Baleno,2000,123456.0,930000,Gasolina,Original,Importado,Manual,1,5,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2009,70000.0,850000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2022,20000.0,315000,Gasolina,Original,Nacional,Manual,6,1,Premium,Premium,350855.0221465077
Suzuki,Bolan,2019,110000.0,146000,Gasolina,Original,Nacional,Manual,5,4,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,72000.0,330000,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
Honda,City IVTEC,2014,136499.0,257500,Gasolina,Original,Nacional,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2006,111222.0,167500,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2011,121000.0,152500,Gasolina,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
Daihatsu,Terios Kid,2007,12345.0,129500,Gasolina,Original,Importado,Automatic,2,1,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2014,95000.0,243000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Pajero Mini,2006,160000.0,965000,Gasolina,Original,Nacional,Manual,2,6,Luxo,Econômico,149497.18328086744
KIA,Picanto,2021,35000.0,365000,Gasolina,Original,Nacional,Automatic,6,2,Premium,Premium,350855.0221465077
Honda,City IVTEC,2006,90000.0,177500,Gasolina,Original,Nacional,Manual,2,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2001,215000.0,130000,Gasolina,Original,Importado,Automatic,1,8,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,100000.0,320000,Gasolina,Original,Importado,Manual,4,4,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2013,146000.0,292000,Gasolina,Original,Nacional,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2018,70000.0,230000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2006,260448.0,810000,Gasolina,Original,Nacional,Manual,2,10,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2013,75000.0,850000,Gasolina,Original,Nacional,Manual,4,3,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2020,77230.0,423000,Gasolina,Original,Importado,Manual,5,3,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2003,1234.0,695000,GNV,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2022,11500.0,330000,Gasolina,Original,Nacional,Manual,6,1,Premium,Premium,350855.0221465077
Suzuki,Alto,2015,73600.0,234500,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2008,137000.0,187000,Gasolina,Original,Nacional,Automatic,2,5,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2014,78000.0,260000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Toyota,Yaris,2022,47718.0,490000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2016,97000.0,339000,Gasolina,Original,Nacional,Manual,4,4,Premium,Premium,350855.0221465077
Daihatsu,Mira,2011,99000.0,209000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2008,124000.0,750000,Gasolina,Original,Importado,Manual,2,5,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2018,59000.0,425000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2022,27000.0,405000,Gasolina,Original,Importado,Automatic,6,1,Luxo,Premium,350855.0221465077
Daihatsu,Hijet,2014,200000.0,118000,Gasolina,Original,Importado,Automatic,4,7,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2000,150000.0,135000,Gasolina,Original,Nacional,Automatic,1,5,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2013,200000.0,275000,Gasolina,Original,Nacional,Manual,4,7,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2018,67900.0,450000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2007,177850.0,125000,Gasolina,Original,Importado,Manual,2,6,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2016,140000.0,200000,Gasolina,Original,Importado,Automatic,4,5,Econômico,Econômico,149497.18328086744
KIA,Picanto,2022,30000.0,365000,Gasolina,Original,Nacional,Automatic,6,1,Premium,Premium,350855.0221465077
Daihatsu,Hijet,2011,77000.0,160000,Gasolina,Original,Importado,Automatic,3,3,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2012,97000.0,215000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2016,12345.0,104000,Gasolina,Original,Nacional,Manual,4,1,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2022,75000.0,430000,Gasolina,Original,Nacional,Automatic,6,3,Luxo,Luxo,681403.3241134752
Suzuki,Every,2019,224000.0,155000,Gasolina,Original,Importado,Automatic,5,8,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2009,200000.0,220000,Gasolina,Original,Nacional,Manual,3,7,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2006,58965.0,650000,Gasolina,Original,Nacional,Manual,2,2,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2017,60000.0,949000,Gasolina,Original,Nacional,Manual,5,2,Luxo,Econômico,149497.18328086744
Hyundai,Santro,2007,100000.0,100000,Gasolina,Original,Nacional,Manual,2,4,Econômico,Luxo,681403.3241134752
Toyota,Corolla XLI,2017,54149.0,382000,Gasolina,Original,Nacional,Manual,5,2,Premium,Premium,350855.0221465077
Suzuki,Every,2007,140000.0,134500,Gasolina,Original,Importado,Automatic,2,5,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2011,70000.0,715000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Changan,Karvaan,2023,19800.0,245000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2010,111111.0,300000,Gasolina,Original,Importado,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2008,100000.0,875000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Econômico,149497.18328086744
Hyundai,Santro,2003,137000.0,825000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
