marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range,faixa_preco,faixa_preco_prevista,valor_estimado
Toyota,Corolla GLI,2014,65000.0,330000,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2015,157600.0,295000,Gasolina,Original,Nacional,Manual,4,6,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2008,90000.0,960000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2014,123456.0,380000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
KIA,Sportage,2003,2003.0,117500,Gasolina,Duplicate,Nacional,Automatic,1,1,Econômico,Econômico,149497.18328086744
Toyota,Altis Grande,2014,94000.0,385000,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2018,89000.0,415000,Gasolina,Original,Nacional,Manual,5,3,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2020,58000.0,340000,Gasolina,Original,Importado,Automatic,5,2,Premium,Premium,350855.0221465077
Suzuki,Baleno,2005,200000.0,860000,Gasolina,Original,Nacional,Manual,2,7,Luxo,Luxo,681403.3241134752
Suzuki,Every,2007,105000.0,130000,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2021,31000.0,434500,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2011,91531.0,114500,Gasolina,Original,Nacional,Manual,3,4,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2001,12345.0,100000,Gasolina,Original,Nacional,Manual,1,1,Econômico,Econômico,149497.18328086744
Daihatsu,Move,2017,146000.0,182000,Gasolina,Original,Importado,Automatic,5,5,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2014,110000.0,230000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2010,229000.0,225000,Gasolina,Original,Nacional,Manual,3,10,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2007,200000.0,202500,GNV,Original,Nacional,Manual,2,7,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2016,93000.0,429000,Gasolina,Original,Nacional,Automatic,4,4,Luxo,Luxo,681403.3241134752
Toyota,Passo,2006,70000.0,192500,Gasolina,Original,Importado,Automatic,2,3,Econômico,Econômico,149497.18328086744
Suzuki,Baleno,2004,117000.0,800000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2018,46000.0,355000,Gasolina,Original,Nacional,Manual,5,2,Premium,Premium,350855.0221465077
Suzuki,Cultus VXR,2018,177000.0,232500,Gasolina,Original,Nacional,Manual,5,6,Intermediário,Intermediário,245657.07356430945
Toyota,Passo,2013,141000.0,266000,Gasolina,Original,Importado,Automatic,4,5,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2010,200000.0,238500,Gasolina,Original,Nacional,Manual,3,7,Intermediário,Intermediário,245657.07356430945
Toyota,Passo,2010,115000.0,242500,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2012,160000.0,225000,Gasolina,Original,Nacional,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2008,163000.0,825000,Gasolina,Original,Nacional,Manual,2,6,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2005,50000.0,700000,Gasolina,Original,Importado,Manual,2,2,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2018,62000.0,367500,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Daihatsu,Move,2012,110000.0,210000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2022,44000.0,249000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Every,2021,8000.0,178000,Gasolina,Original,Importado,Automatic,6,1,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2008,123456.0,650000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2019,43000.0,372500,Gasolina,Original,Nacional,Automatic,5,2,Premium,Premium,350855.0221465077
Suzuki,Swift,2019,72000.0,300000,Gasolina,Original,Nacional,Automatic,5,3,Intermediário,Intermediário,245657.07356430945
Toyota,Altis Grande,2018,99999.0,499000,Gasolina,Original,Nacional,Automatic,5,4,Luxo,Luxo,681403.3241134752
FAW,V2,2018,61000.0,185000,Gasolina,Original,Nacional,Manual,5,3,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2012,158000.0,178000,Gasolina,Original,Nacional,Manual,3,6,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2017,106000.0,390000,Gasolina,Original,Importado,Manual,5,4,Premium,Premium,350855.0221465077
Suzuki,Alto,2006,5000.0,680000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2020,72680.0,499500,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Mitsubishi,Minicab Bravo,2012,1234.0,110000,Gasolina,Original,Importado,Manual,3,1,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2017,115000.0,300000,Gasolina,Duplicate,Importado,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2014,95000.0,106000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,104000.0,374000,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Mercedes,C Class,2008,150000.0,430000,Gasolina,Original,Importado,Automatic,2,5,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2016,150000.0,395000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
Honda,City IVTEC,2019,85000.0,355000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Suzuki,Bolan,2011,85577.0,102000,GNV,Original,Nacional,Manual,3,3,Econômico,Econômico,149497.18328086744
Suzuki,Every,2016,123456.0,175000,Gasolina,Original,Importado,Automatic,4,5,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2003,12358.0,129000,Gasolina,Original,Nacional,Manual,1,1,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2008,125000.0,985000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2009,100000.0,780000,Gasolina,Original,Importado,Manual,3,4,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2016,70000.0,218500,Gasolina,Original,Nacional,Manual,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2019,83800.0,229000,Gasolina,Original,Nacional,Automatic,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Ravi,2013,80000.0,990000,Gasolina,Original,Nacional,Manual,4,3,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2021,12000.0,265000,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2018,51000.0,239000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2016,77000.0,330000,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
Honda,Civic Prosmetic,2005,199999.0,192000,Gasolina,Original,Nacional,Automatic,2,7,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2021,43000.0,218500,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2014,85000.0,255000,Gasolina,Original,Nacional,Manual,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2009,87000.0,820000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2022,27000.0,390000,Gasolina,Original,Importado,Automatic,6,1,Premium,Premium,350855.0221465077
Honda,City IVTEC,2017,70000.0,295000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2007,108000.0,660000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2007,14000.0,925000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Toyota,Altis Grande,2019,60000.0,455500,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Mitsubishi,Lancer,2005,99991.0,124500,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Mitsubishi,Lancer,2005,200000.0,115000,Gasolina,Original,Importado,Manual,2,7,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2022,4560.0,279000,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2007,130000.0,880000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2012,70000.0,197500,Gasolina,Original,Nacional,Manual,3,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2012,76000.0,250000,Gasolina,Original,Nacional,Automatic,3,3,Intermediário,Intermediário,245657.07356430945
Toyota,Altis Grande,2015,95000.0,380000,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Suzuki,Wagon R,2019,126000.0,210000,Gasolina,Original,Nacional,Manual,5,5,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2011,146120.0,225000,GNV,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2017,60000.0,107000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Daihatsu,Move,2007,179000.0,139500,Gasolina,Original,Importado,Automatic,2,6,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2006,100000.0,750000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2021,53500.0,435000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2015,78000.0,315000,Gasolina,Original,Nacional,Automatic,4,3,Premium,Premium,350855.0221465077
Mitsubishi,Lancer,2006,251000.0,140000,Gasolina,Original,Importado,Manual,2,10,Econômico,Econômico,149497.18328086744
Toyota,Corrolla Altis,2015,124000.0,360000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
Toyota,Passo,2018,52000.0,339000,Gasolina,Original,Importado,Automatic,5,2,Premium,Premium,350855.0221465077
Suzuki,Alto,2016,90000.0,237500,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2004,123456.0,525000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2014,90000.0,118000,Gasolina,Original,Importado,Automatic,4,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2012,100000.0,250000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2006,100000.0,152500,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Toyota,Passo,2016,82100.0,322500,Gasolina,Original,Importado,Automatic,4,3,Premium,Premium,350855.0221465077
Daihatsu,Cuore,2009,85000.0,775000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2022,21200.0,251000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2003,61000.0,585000,Gasolina,Original,Nacional,Manual,1,3,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2013,104000.0,175000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2018,33150.0,365000,Gasolina,Original,Nacional,Manual,5,2,Premium,Premium,350855.0221465077
Changan,Alsvin,2022,19645.0,432500,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2007,215000.0,162000,Gasolina,Original,Nacional,Manual,2,8,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2013,118741.0,238000,Gasolina,Original,Importado,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2010,145000.0,200000,Gasolina,Original,Nacional,Automatic,3,5,Econômico,Econômico,149497.18328086744
Daihatsu,Hijet,2018,83000.0,160000,Gasolina,Original,Importado,Automatic,5,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2011,256485.0,216500,Gasolina,Original,Nacional,Manual,3,10,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2011,136000.0,985000,Gasolina,Original,Nacional,Manual,3,5,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2012,186755.0,140000,Gasolina,Original,Importado,Automatic,3,7,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2010,127000.0,178000,Gasolina,Original,Importado,Automatic,3,5,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2007,300250.0,159000,Gasolina,Original,Nacional,Manual,2,11,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2014,106000.0,285000,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Toyota,Yaris,2022,58000.0,465000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2011,130000.0,183000,Gasolina,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2005,12345.0,655000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2022,34300.0,282500,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Honda,City IDSI,2012,100000.0,227500,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2004,180000.0,985000,Gasolina,Original,Importado,Automatic,1,6,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,130000.0,475000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2004,150000.0,105000,Gasolina,Original,Nacional,Manual,1,5,Econômico,Luxo,681403.3241134752
Mercedes,C Class,2001,99990.0,240000,Gasolina,Original,Nacional,Automatic,1,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2001,12345.0,580000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Luxo,681403.3241134752
Daihatsu,Terios Kid,2008,95784.0,135000,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
KIA,Picanto,2019,34500.0,265000,Gasolina,Original,Nacional,Automatic,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2016,64500.0,970000,Gasolina,Original,Nacional,Manual,4,3,Luxo,Econômico,149497.18328086744
Toyota,Corolla GLI,2017,123000.0,382000,Gasolina,Original,Nacional,Automatic,5,5,Premium,Premium,350855.0221465077
Honda,City IVTEC,2016,84000.0,307500,Gasolina,Original,Nacional,Manual,4,3,Premium,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2008,85500.0,720000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2018,66000.0,210000,Gasolina,Original,Importado,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Ravi,2020,57612.0,130000,Gasolina,Original,Importado,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2011,150000.0,960000,Gasolina,Original,Importado,Manual,3,5,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2023,1200.0,497500,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2006,100000.0,149500,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2002,200000.0,690000,Gasolina,Original,Nacional,Manual,1,7,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2000,200000.0,810000,Gasolina,Original,Importado,Manual,1,7,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2021,26000.0,270000,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2014,120000.0,200000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2007,140000.0,100000,Gasolina,Original,Importado,Manual,2,5,Econômico,Luxo,681403.3241134752
Daihatsu,Cuore,2012,10000.0,900000,Gasolina,Original,Nacional,Manual,3,1,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2010,90000.0,655000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2009,200000.0,240000,Gasolina,Original,Importado,Manual,3,7,Intermediário,Intermediário,245657.07356430945
Suzuki,Baleno,2001,150000.0,105000,Gasolina,Original,Importado,Manual,1,5,Econômico,Luxo,681403.3241134752
KIA,Sportage,2002,12345.0,800000,Gasolina,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2008,25000.0,105000,Gasolina,Original,Nacional,Manual,2,1,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2016,61000.0,110000,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2003,180000.0,135000,Gasolina,Original,Nacional,Manual,1,6,Econômico,Econômico,149497.18328086744
Honda,City Vario,2004,90000.0,148000,Gasolina,Original,Nacional,Automatic,1,3,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2017,11111.0,162000,Gasolina,Original,Nacional,Manual,5,1,Econômico,Econômico,149497.18328086744
Honda,City Vario,2005,170000.0,142500,Gasolina,Original,Nacional,Automatic,2,6,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2018,90000.0,339000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Suzuki,Mehran VXR,2007,120000.0,640000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2019,40000.0,362500,Gasolina,Original,Nacional,Automatic,5,2,Premium,Premium,350855.0221465077
Hyundai,Santro,2001,99000.0,673000,Gasolina,Original,Importado,Manual,1,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2011,98000.0,222500,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2014,220000.0,340000,Gasolina,Original,Nacional,Automatic,4,8,Premium,Premium,350855.0221465077
Daihatsu,Move,2012,155000.0,220000,Gasolina,Original,Importado,Automatic,3,6,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2015,118000.0,286000,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2017,48000.0,132500,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2018,53000.0,232500,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2007,120000.0,950000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2006,10000.0,650000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2012,44700.0,955000,Gasolina,Original,Nacional,Manual,3,2,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2015,86000.0,407000,Gasolina,Original,Nacional,Automatic,4,3,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2021,48000.0,480000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2017,95000.0,185000,Gasolina,Original,Nacional,Manual,5,4,Econômico,Econômico,149497.18328086744
KIA,Sportage,2004,150000.0,121000,Gasolina,Original,Importado,Manual,1,5,Econômico,Econômico,149497.18328086744
FAW,V2,2016,100000.0,145000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Suzuki,Every,2017,98000.0,168500,Gasolina,Original,Importado,Automatic,5,4,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2006,125000.0,220000,Gasolina,Original,Importado,Automatic,2,5,Intermediário,Intermediário,245657.07356430945
FAW,X-PV,2016,27937.0,950000,Gasolina,Original,Importado,Manual,4,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2018,40216.0,350000,Gasolina,Original,Nacional,Manual,5,2,Premium,Premium,350855.0221465077
Suzuki,Alto,2004,100000.0,575000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2022,13500.0,247000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2017,84000.0,390000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Honda,City IVTEC,2018,60000.0,360000,Gasolina,Original,Nacional,Manual,5,2,Premium,Premium,350855.0221465077
Toyota,Yaris,2021,32500.0,490000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2003,200000.0,565000,Gasolina,Original,Nacional,Manual,1,7,Luxo,Luxo,681403.3241134752
Chevrolet,Joy,2006,1234.0,625000,Gasolina,Original,Importado,Manual,2,1,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2002,35000.0,570000,Gasolina,Original,Importado,Manual,1,2,Luxo,Luxo,681403.3241134752
KIA,Spectra,2002,12345.0,620000,Gasolina,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2021,61000.0,180000,Gasolina,Original,Nacional,Manual,6,3,Econômico,Econômico,149497.18328086744
Suzuki,Ravi,2013,44824.0,800000,Gasolina,Original,Nacional,Manual,4,2,Luxo,Luxo,681403.3241134752
Suzuki,Every,2005,95000.0,975000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2002,12345.0,110000,Gasolina,Original,Nacional,Automatic,1,1,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2015,42880.0,375000,Gasolina,Original,Nacional,Automatic,4,2,Premium,Premium,350855.0221465077
Honda,Civic Prosmetic,2010,197000.0,235000,Gasolina,Original,Nacional,Automatic,3,7,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2015,79000.0,337500,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
Suzuki,Bolan,2023,4000.0,203500,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Toyota,Passo,2017,79000.0,320000,Gasolina,Original,Importado,Automatic,5,3,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2014,100000.0,320000,Gasolina,Original,Nacional,Manual,4,4,Premium,Premium,350855.0221465077
Honda,City IDSI,2006,250000.0,150000,Gasolina,Original,Nacional,Manual,2,10,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2001,75848.0,575000,Gasolina,Original,Nacional,Manual,1,3,Luxo,Luxo,681403.3241134752
FAW,V2,2017,95000.0,185000,Gasolina,Original,Importado,Manual,5,4,Econômico,Econômico,149497.18328086744
Suzuki,Baleno,2004,123456.0,850000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2002,75000.0,100000,Gasolina,Original,Importado,Automatic,1,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,260000.0,365000,Gasolina,Original,Nacional,Manual,4,10,Premium,Premium,350855.0221465077
Suzuki,Every,2014,113600.0,189500,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
Suzuki,Every,2008,123486.0,150000,Gasolina,Original,Importado,Manual,2,5,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2019,85000.0,403500,Gasolina,Original,Importado,Manual,5,3,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2007,170000.0,155000,Gasolina,Original,Nacional,Manual,2,6,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2020,63500.0,215000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2008,65000.0,140000,Gasolina,Original,Nacional,Automatic,2,3,Econômico,Econômico,149497.18328086744
Daihatsu,Hijet,2016,4568.0,142000,Gasolina,Original,Importado,Automatic,4,1,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2018,55000.0,430000,Gasolina,Original,Importado,Manual,5,2,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2021,50000.0,425000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Honda,City IDSI,2005,200000.0,175000,Gasolina,Original,Nacional,Manual,2,7,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2020,46500.0,212500,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2019,72000.0,204500,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2002,140000.0,600000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2016,85267.0,243000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Ravi,2007,56897.0,580000,Gasolina,Original,Nacional,Manual,2,2,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2012,89000.0,275000,Gasolina,Original,Nacional,Manual,3,3,Intermediário,Intermediário,245657.07356430945
Honda,City Vario,2006,115000.0,152500,Gasolina,Original,Nacional,Automatic,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2013,32500.0,130000,Gasolina,Original,Nacional,Manual,4,2,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2014,72148.0,225000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2006,100000.0,205000,Gasolina,Original,Nacional,Manual,2,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2019,51000.0,215000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2011,118300.0,220000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2011,100000.0,900000,Gasolina,Original,Nacional,Manual,3,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2020,52000.0,400000,Gasolina,Original,Importado,Manual,5,2,Premium,Premium,350855.0221465077
Hyundai,Santro,2007,150000.0,148000,Gasolina,Original,Importado,Manual,2,5,Econômico,Econômico,149497.18328086744
Honda,Civic Oriel,2017,105000.0,480000,Gasolina,Original,Nacional,Automatic,5,4,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2016,164000.0,395000,Gasolina,Original,Nacional,Automatic,4,6,Premium,Premium,350855.0221465077
Honda,Civic Oriel,2013,86000.0,327500,Gasolina,Original,Nacional,Automatic,4,3,Premium,Premium,350855.0221465077
Honda,City IDSI,2008,191000.0,184000,Gasolina,Original,Nacional,Manual,2,7,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2003,12509.0,735000,Gasolina,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2021,22000.0,276500,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
